V9001;descricao.produto;cnae;pas;tru.cod;tru.desc;discrepancias;produto.intermediacao;produto.intermediacao.internacional;produto.intermediacao.49002;produto.intermediacao.50001;produto.intermediacao.51001;produto.intermediacao.55001;produto.intermediacao.56001;produto.intermediacao.90801;POF2009
2406002;GUARANA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406101;REFRIGERANTE DE LARANJA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406102;FANTA LARANJA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406103;SUKITA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406201;REFRIGERANTE DE LIMAO LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406202;SODA LIMONADA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406301;REFRIGERANTE DE LIMAO DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406302;SPRIT DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406401;REFRIGERANTE DE UVA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406402;FANTA UVA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406501;AGUA TONICA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406601;CHA MATE DIET PREPARADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406701;SUCO DE FRUTA OU VEGETAL LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406801;SUCO DE FRUTA OU VEGETAL DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2406901;SUCO DE FRUTA OU VEGETAL ORGANICO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407001;CERVEJA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407101;CAFEZINHO ORGANICO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407102;CAFE EXPRESSO ORGANICO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407201;CAFE CAPUCCINO DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407301;LEITE DE VACA ORGANICO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407401;LEITE DE SOJA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407501;VINHO ORGANICO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407601;AGUARDENTE ORGANICA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407701;FRUTA ORGANICA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407702;ACEROLA ORGANICA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407703;UVA ORGANICA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407704;MACA ORGANICA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407705;PESSEGO ORGANICO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407706;MORANGO ORGANICO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407801;SORVETE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407802;PICOLE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407901;CHOCOLATE EM BARRA, TABLETE OU BOMBOM LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407902;CHOCOLATE EM BARRA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407903;CHOCOLATE EM TABLETE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407904;BOMBOM LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2407905;OVO DE PASCOA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408001;CHOCOLATE EM BARRA, TABLETE OU BOMBOM DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408002;CHOCOLATE EM BARRA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408003;CHOCOLATE EM TABLETE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408004;BOMBOM DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408005;OVO DE PASCOA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408101;BISCOITO DOCE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408102;BOLACHA DOCE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408103;TORRADA DOCE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408201;BISCOITO DOCE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408202;BOLACHA DOCE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408203;TORRADA DOCE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408301;BISCOITO SALGADO LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408302;BOLACHA SALGADA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408303;TORRADA SALGADA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408401;BALA OU CHICLETE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408402;BALA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408403;CHICLETE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408501;BALA OU CHICLETE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408502;BALA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408503;CHICLETE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408601;IOGURTE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408701;IOGURTE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408801;COALHADA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408901;SALGADO OU TIRA GOSTO LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408902;PIZZA EM FATIA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408903;PAO DE QUEIJO LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408904;ROSCA SALGADA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408905;QUEIJO POLENGUINHO LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408906;PORCAO DE QUEIJO LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2408907;TORTA SALGADA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409001;PORCAO DE QUEIJO DE MINAS FRESCAL ORGANICO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409101;PAO LIGHT COM OU SEM MANTEIGA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409201;PAO DIET COM OU SEM MANTEIGA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409301;MILK SHAKE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409401;DOCE OU BOLO LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409402;DOCE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409403;BOLO LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409404;TORTA DOCE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409405;GELATINA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409406;DOCE DE FRUTA EM CALDA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409407;DOCE DE FRUTA EM PASTA LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409408;DOCE DE FRUTA CRISTALIZADO LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409409;MANJAR LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409410;ROSCA DOCE LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409501;DOCE OU BOLO DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409502;DOCE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409503;BOLO DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409504;COCADA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409505;BRIGADEIRO DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409506;MARIA MOLE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409507;DOCE DE FRUTA EM CALDA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409508;DOCE DE FRUTA EM PASTA DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409509;DOCE DE FRUTA CRISTALIZADO DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409510;PUDIM DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409511;BARRA DE CEREAIS DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409512;TORTA DOCE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409513;ROSCA DOCE DIET;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409601;ALMOCO OU JANTAR (NAO ESPECIFICADO);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409701;MERENDA ESCOLAR;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409801;REFRIGERANTE NAO ESPECIFICADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409901;BISCOITO NAO ESPECIFICADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2409902;BOLACHA NAO ESPECIFICADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2410001;TAPIOCA NAO ESPECIFICADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2410101;BEBIDA ALCOOLICA NAO ESPECIFICADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2410201;CHIMARRAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2410301;TERERE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2410401;REFRIGERANTE DE ABACAXI;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2410501;REFRIGERANTE DE CAJU;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2410601;PIPOCA NAO ESPECIFICADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2410701;REFRIGERANTE DE CAJU LIGHT;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2410801;REFRIGERANTE DE MARACUJA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2410901;REFRIGERANTE DE TUTTI FRUTI;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411001;BEBIDA NAO ESPECIFICADA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411101;CHAMPAGNE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411201;COQUETEL DE FRUTAS ALCOOLICO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411301;BATIDA DE QUALQUER SABOR (ALCOOLICA);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411401;GUARANA NATURAL;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411402;GUARAVITA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411501;CAFE COM SORVETE;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411601;CATUABA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411701;PINHAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411801;RUM;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2411901;SHAKE PARA EMAGRECER;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2412001;BARRA DE PROTEINA (QUALQUER SABOR);24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2412101;CHIA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2412201;REFRIGERANTE DE MATE-GUARANA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2412301;NIBIS DE CACAU;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2412401;SUCRILHOS;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2412402;FARINHA LACTEA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2412501;QUENTAO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2412601;LICOR;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2412701;CASTANHA DE PEQUI;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2412801;REFRIGERANTE DE FRAMBOESA;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2499901;AGREGADO;24;Serviços de alimentação;56001;Serviços  de alimentação;;;;;;;;;;
2803901;HOTEL (EXCETO VIAGEM ESPORADICA);28;Serviços de alojamento;55001;Serviços de alojamento em hotéis e similares;;;;;;;;;;
2801901;MOTEL (EXCETO VIAGEM ESPORADICA);28;Serviços de alojamento;55001;Serviços de alojamento em hotéis e similares;;;;;;;;;;
2301001;AVIAO;23;Transporte aéreo;51001;Transporte aéreo;;;;;;;;;;
2300901;TRANSPORTE AQUAVIARIO (BARCA, BALSA, NAVIO, ETC.);23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300902;BARCA;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300903;BARCO;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300904;BALSA;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300905;NAVIO;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300906;FERRY-BOAT;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300907;AEROBARCO;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300908;CATAMARA;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300909;CATRAIA;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300910;CANOA;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300911;CANOA MOTORIZADA;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2300912;BOTE;23;Transporte aquaviário;50001;Transporte aquaviário;;;;;;;;;;
2301101;INTEGRACAO TREM-METRO;23;Transporte ferroviário e metroferroviário;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300701;METRO;23;Transporte ferroviário e metroferroviário;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300801;TREM;23;Transporte ferroviário e metroferroviário;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300101;ONIBUS URBANO;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300201;ONIBUS INTERMUNICIPAL;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300301;ONIBUS INTERESTADUAL;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300401;TRANSPORTE ALTERNATIVO (VAN, KOMBI, LOTADA, ETC.);23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300402;VAN;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300403;KOMBI;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300404;LOTADA;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300405;CAMINHAO;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300406;CAMIONETE;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300407;CARONA EM AUTOMOVEL;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300408;TRATOR;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300409;CARONA EM MOTO;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300501;TAXI;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300502;AUTOMOVEL DE ALUGUEL (TAXI);23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300601;MOTO-TAXI;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
2300602;TAXI-MOTO;23;Transporte rodoviário de passageiros;49002;Transporte terrestre de passageiros;;;;;;;;;;
